Name,Module_Name,Manufacturer,Technology,Bifacial,STC_Wp,PTC_Wp,Area_m2,Efficiency,Length_m,Width_m,Num_Cells,I_sc,V_oc,I_mp,V_mp,T_NOCT_C,Temp_Coeff
,CertainTeed CT305M11-02,CertainTeed,Mono-crystalline,0,304.11,278.7,1.575,0.1931,1.64,0.992,60,10.06,40.79,9.3,32.7,48.6,-0.374
,Upsolar UP-M300M,Upsolar,Mono-crystalline,0,300.448,279.7,1.575,0.1908,1.956,0.992,60,9.71,39.9,9.16,32.8,44.2,-0.359
,CertainTeed CT300M11-02,CertainTeed,Mono-crystalline,0,300.115,274,1.575,0.1905,1.64,0.992,60,9.91,40.45,9.24,32.48,48.6,-0.374
,Upsolar UP-M295M,Upsolar,Mono-crystalline,0,295.488,275,1.575,0.1876,1.956,0.992,60,9.64,39.7,9.12,32.4,44.2,-0.359
,Upsolar UP-M290M,Upsolar,Mono-crystalline,0,290.5,270.2,1.575,0.1844,1.956,0.992,60,9.46,39,8.75,33.2,44.2,-0.359
,Upsolar UP-M285M,Upsolar,Mono-crystalline,0,285.36,265.4,1.575,0.1812,1.956,0.992,60,9.39,38.8,8.7,32.8,44.2,-0.359
,Upsolar UP-M280M,Upsolar,Mono-crystalline,0,280.26,260.7,1.575,0.1779,1.64,0.992,60,9.32,38.6,8.65,32.4,44.2,-0.359
,Goldi Solar Private Limited GOLDI060F325PRC24,Goldi Solar Private Limited,Mono-crystalline,0,325.494,302,1.57,0.2073,,,60,9.98,41.4,9.63,33.8,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F325PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,325.494,304.9,1.57,0.2073,,,60,9.98,41.4,9.63,33.8,44.9,-0.325
,Goldi Solar Private Limited GOLDI060F320PRC24,Goldi Solar Private Limited,Mono-crystalline,0,320.208,297.3,1.57,0.204,,,60,9.9,41.2,9.53,33.6,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F320PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,320.208,300.1,1.57,0.204,,,60,9.9,41.2,9.53,33.6,44.9,-0.325
,Goldi Solar Private Limited GOLDI060F315PRC24,Goldi Solar Private Limited,Mono-crystalline,0,315.63,292.5,1.57,0.201,,,60,9.82,40.9,9.45,33.4,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F315PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,315.63,292.8,1.57,0.201,,,60,9.82,40.9,9.45,33.4,46.8,-0.335
,Goldi Solar Private Limited GOLDI060F310PRC24,Goldi Solar Private Limited,Mono-crystalline,0,310.478,287.7,1.57,0.1978,,,60,9.71,40.6,9.38,33.1,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F310PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,310.478,288,1.57,0.1978,,,60,9.71,40.6,9.38,33.1,46.8,-0.335
,Goldi Solar Private Limited GOLDI060F305PRC24,Goldi Solar Private Limited,Mono-crystalline,0,305.312,283,1.57,0.1945,,,60,9.62,40.4,9.28,32.9,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F305PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,305.312,283.2,1.57,0.1945,,,60,9.62,40.4,9.28,32.9,46.8,-0.335
,Goldi Solar Private Limited GOLDI060F300PRC24,Goldi Solar Private Limited,Mono-crystalline,0,300.513,278.2,1.57,0.1914,,,60,9.53,40.1,9.19,32.7,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F300PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,300.513,278.5,1.57,0.1914,,,60,9.53,40.1,9.19,32.7,46.8,-0.335
,Goldi Solar Private Limited GOLDI060F295PRC24,Goldi Solar Private Limited,Mono-crystalline,0,295.488,273.4,1.57,0.1882,,,60,9.45,39.9,9.12,32.4,46.3,-0.347
,Goldi Solar Private Limited GOLDI060F295PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,295.488,273.7,1.57,0.1882,,,60,9.45,39.9,9.12,32.4,46.8,-0.335
,Goldi Solar Private Limited GOLDI060F290PRC24B,Goldi Solar Private Limited,Mono-crystalline,0,290.184,269,1.57,0.1848,,,60,9.36,39.7,9.04,32.1,46.8,-0.335
,Goldi Solar Private Limited GOLDI060F285PY24,Goldi Solar Private Limited,Poly-crystalline,0,285.505,262.4,1.57,0.1819,,,60,9.25,39.4,8.95,31.9,46.4,-0.37
,Goldi Solar Private Limited GOLDI060F280PY24,Goldi Solar Private Limited,Poly-crystalline,0,280.608,257.7,1.57,0.1787,,,60,9.18,39.1,8.88,31.6,46.4,-0.37
,Goldi Solar Private Limited GOLDI060F275PY24,Goldi Solar Private Limited,Poly-crystalline,0,275.44,253,1.57,0.1754,,,60,9.1,38.8,8.8,31.3,46.4,-0.37
,Goldi Solar Private Limited GOLDI060F270PY24,Goldi Solar Private Limited,Poly-crystalline,0,270.32,248.3,1.57,0.1722,,,60,9.03,38.5,8.72,31,46.4,-0.37
,Goldi Solar Private Limited GOLDI060F265PY24,Goldi Solar Private Limited,Poly-crystalline,0,265.248,243.6,1.57,0.1689,,,60,8.97,38.3,8.64,30.7,46.4,-0.37
,Goldi Solar Private Limited GOLDI060F260PY24,Goldi Solar Private Limited,Poly-crystalline,0,260.528,238.9,1.57,0.1659,,,60,8.9,38.1,8.57,30.4,46.4,-0.37
,Centrosolar America E235,Centrosolar America,Poly-crystalline,0,234.906,212.3,1.569,0.1497,1.618,0.97,60,8.3,36.5,7.99,29.4,45.6,-0.446
,Centrosolar America E235B,Centrosolar America,Poly-crystalline,0,234.906,212.3,1.569,0.1497,1.618,0.97,60,8.3,36.5,7.99,29.4,45.6,-0.446
,Heliene 60M290,Heliene,Mono-crystalline,0,291.726,262.8,1.552,0.188,1.589,0.977,60,9.42,39.6,8.99,32.45,46.5,-0.441
,Heliene 60M285,Heliene,Mono-crystalline,0,287.581,258.1,1.552,0.1853,1.589,0.977,60,9.34,39.38,8.92,32.24,46.5,-0.441
,Heliene 60M280,Heliene,Mono-crystalline,0,282.669,253.5,1.552,0.1821,1.589,0.977,60,9.26,39.23,8.85,31.94,46.5,-0.441
,Heliene 60M275,Heliene,Mono-crystalline,0,277.624,248.8,1.552,0.1789,1.589,0.977,60,9.18,39.07,8.78,31.62,46.5,-0.441
,Heliene 60M270,Heliene,Mono-crystalline,0,272.71,244.1,1.552,0.1757,1.589,0.977,60,9.1,38.92,8.71,31.31,46.5,-0.441
,CSI Solar Co. Ltd. CS6PH-310M,CSI Solar Co. Ltd.,Mono-crystalline,0,310.05,288,1.55,0.2,,,54,10.31,37.7,9.75,31.8,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-305M,CSI Solar Co. Ltd.,Mono-crystalline,0,305.235,283.3,1.55,0.1969,,,54,10.25,37.5,9.69,31.5,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-300M,CSI Solar Co. Ltd.,Mono-crystalline,0,300.144,278.5,1.55,0.1936,,,54,10.19,37.3,9.62,31.2,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-295M,CSI Solar Co. Ltd.,Mono-crystalline,0,295.095,273.7,1.55,0.1904,,,54,10.14,37.1,9.55,30.9,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-290M,CSI Solar Co. Ltd.,Mono-crystalline,0,290.088,269,1.55,0.1872,,,54,10.08,36.9,9.48,30.6,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-285M,CSI Solar Co. Ltd.,Mono-crystalline,0,285.123,264.2,1.55,0.184,,,54,10.02,36.7,9.41,30.3,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-280M,CSI Solar Co. Ltd.,Mono-crystalline,0,280.2,259.5,1.55,0.1808,,,54,9.96,36.5,9.34,30,44.7,-0.373
,CSI Solar Co. Ltd. CS6PH-280P,CSI Solar Co. Ltd.,Poly-crystalline,0,280.12,260.4,1.55,0.1807,,,54,9.97,35.4,9.4,29.8,44.2,-0.365
,CSI Solar Co. Ltd. CS6PH-275P,CSI Solar Co. Ltd.,Poly-crystalline,0,275.28,255.6,1.55,0.1776,,,54,9.9,35.2,9.3,29.6,44.2,-0.365
,CSI Solar Co. Ltd. CS6PH-270P,CSI Solar Co. Ltd.,Poly-crystalline,0,270.186,250.9,1.55,0.1743,,,54,9.83,35,9.19,29.4,44.2,-0.365
,CSI Solar Co. Ltd. CS6PH-265P,CSI Solar Co. Ltd.,Poly-crystalline,0,265.136,246.1,1.55,0.1711,,,54,9.76,34.8,9.08,29.2,44.2,-0.365
,CSI Solar Co. Ltd. CS6PH-260P,CSI Solar Co. Ltd.,Poly-crystalline,0,260.13,241.4,1.55,0.1678,,,54,9.69,34.6,8.97,29,44.2,-0.365
,CSI Solar Co. Ltd. CS6PH-255P,CSI Solar Co. Ltd.,Poly-crystalline,0,255.168,236.6,1.55,0.1646,,,54,9.62,34.4,8.86,28.8,44.2,-0.365
,CSI Solar Co. Ltd. CS6PH-250P,CSI Solar Co. Ltd.,Poly-crystalline,0,250.25,231.9,1.55,0.1615,,,54,9.55,34.2,8.75,28.6,44.2,-0.365
,CSI Solar Co. Ltd. CS6P-285M,CSI Solar Co. Ltd.,Mono-crystalline,0,284.666,258.9,1.549,0.1838,1.615,0.959,60,9.51,38.6,8.98,31.7,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-285MX,CSI Solar Co. Ltd.,Mono-crystalline,0,284.666,258.9,1.549,0.1838,1.615,0.959,60,9.51,38.6,8.98,31.7,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-280M,CSI Solar Co. Ltd.,Mono-crystalline,0,280.035,254.2,1.549,0.1808,1.615,0.959,60,9.43,38.5,8.89,31.5,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-280MX,CSI Solar Co. Ltd.,Mono-crystalline,0,280.035,254.2,1.549,0.1808,1.615,0.959,60,9.43,38.5,8.89,31.5,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-275M,CSI Solar Co. Ltd.,Mono-crystalline,0,275.44,249.5,1.549,0.1778,1.615,0.959,60,9.31,38.3,8.8,31.3,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-275MX,CSI Solar Co. Ltd.,Mono-crystalline,0,275.44,249.5,1.549,0.1778,1.615,0.959,60,9.31,38.3,8.8,31.3,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-270M,CSI Solar Co. Ltd.,Mono-crystalline,0,269.637,244.9,1.549,0.1741,1.615,0.959,60,9.19,38.2,8.67,31.1,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-270MX,CSI Solar Co. Ltd.,Mono-crystalline,0,269.637,244.9,1.549,0.1741,1.615,0.959,60,9.19,38.2,8.67,31.1,46.4,-0.431
,CSI Solar Co. Ltd. CS6P-265M,CSI Solar Co. Ltd.,Mono-crystalline,0,266.049,242,1.549,0.1718,1.615,0.959,60,9.11,37.9,8.61,30.9,44.3,-0.442
,CSI Solar Co. Ltd. CS6P-265MX,CSI Solar Co. Ltd.,Mono-crystalline,0,266.049,240.4,1.549,0.1718,1.615,0.959,60,9.11,37.9,8.61,30.9,46,-0.436
,CSI Solar Co. Ltd. CS6P-265P,CSI Solar Co. Ltd.,Poly-crystalline,0,264.996,243.8,1.549,0.1711,1.615,0.959,60,9.23,37.7,8.66,30.6,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-265PX,CSI Solar Co. Ltd.,Poly-crystalline,0,264.996,243.8,1.549,0.1711,1.615,0.959,60,9.23,37.7,8.66,30.6,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-260M,CSI Solar Co. Ltd.,Mono-crystalline,0,260.336,237.3,1.549,0.1681,1.615,0.959,60,8.99,37.8,8.48,30.7,44.3,-0.442
,CSI Solar Co. Ltd. CS6P-260MX,CSI Solar Co. Ltd.,Mono-crystalline,0,260.336,235.7,1.549,0.1681,1.615,0.959,60,8.99,37.8,8.48,30.7,46,-0.436
,CSI Solar Co. Ltd. CS6P-260P,CSI Solar Co. Ltd.,Poly-crystalline,0,260.224,239.1,1.549,0.168,1.615,0.959,60,9.12,37.5,8.56,30.4,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-260PX,CSI Solar Co. Ltd.,Poly-crystalline,0,260.224,239.1,1.549,0.168,1.615,0.959,60,9.12,37.5,8.56,30.4,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-255M,CSI Solar Co. Ltd.,Mono-crystalline,0,254.675,232.7,1.549,0.1644,1.615,0.959,60,8.87,37.7,8.35,30.5,44.3,-0.442
,CSI Solar Co. Ltd. CS6P-255MX,CSI Solar Co. Ltd.,Mono-crystalline,0,254.675,231,1.549,0.1644,1.615,0.959,60,8.87,37.7,8.35,30.5,46,-0.436
,CSI Solar Co. Ltd. CS6P-255P,CSI Solar Co. Ltd.,Poly-crystalline,0,254.586,234.3,1.549,0.1644,1.615,0.959,60,9,37.4,8.43,30.2,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-255PX,CSI Solar Co. Ltd.,Poly-crystalline,0,254.586,234.3,1.549,0.1644,1.615,0.959,60,9,37.4,8.43,30.2,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-250M,CSI Solar Co. Ltd.,Mono-crystalline,0,249.888,228,1.549,0.1613,1.615,0.959,60,8.74,37.5,8.22,30.4,44.3,-0.442
,CSI Solar Co. Ltd. CS6P-250MX,CSI Solar Co. Ltd.,Mono-crystalline,0,249.888,226.4,1.549,0.1613,1.615,0.959,60,8.74,37.5,8.22,30.4,46,-0.436
,CSI Solar Co. Ltd. CS6P-250P,CSI Solar Co. Ltd.,Poly-crystalline,0,249.83,229.6,1.549,0.1613,1.615,0.959,60,8.87,37.2,8.3,30.1,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-250PX,CSI Solar Co. Ltd.,Poly-crystalline,0,249.83,229.6,1.549,0.1613,1.615,0.959,60,8.87,37.2,8.3,30.1,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-245M,CSI Solar Co. Ltd.,Mono-crystalline,0,245.127,223.3,1.549,0.1582,1.615,0.959,60,8.61,37.4,8.09,30.3,44.3,-0.442
,CSI Solar Co. Ltd. CS6P-245MX,CSI Solar Co. Ltd.,Mono-crystalline,0,245.127,221.7,1.549,0.1582,1.615,0.959,60,8.61,37.4,8.09,30.3,46,-0.436
,CSI Solar Co. Ltd. CS6P-245P,CSI Solar Co. Ltd.,Poly-crystalline,0,245.1,224.9,1.549,0.1582,1.615,0.959,60,8.74,37.1,8.17,30,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-245PX,CSI Solar Co. Ltd.,Poly-crystalline,0,245.1,224.9,1.549,0.1582,1.615,0.959,60,8.74,37.1,8.17,30,43.6,-0.424
,CSI Solar Co. Ltd. CS6P-240P,CSI Solar Co. Ltd.,Poly-crystalline,0,240.097,218.3,1.549,0.155,1.615,0.959,60,8.59,37,8.03,29.9,44.1,-0.4538
,CSI Solar Co. Ltd. CS6P-240PX,CSI Solar Co. Ltd.,Poly-crystalline,0,240.097,218.3,1.549,0.155,1.615,0.959,60,8.59,37,8.03,29.9,44.1,-0.4538
,CSI Solar Co. Ltd. CS6P-240M,CSI Solar Co. Ltd.,Mono-crystalline,0,240.09,217.1,1.549,0.155,1.615,0.959,60,8.46,37.3,7.95,30.2,46,-0.436
,CSI Solar Co. Ltd. CS6P-240MX,CSI Solar Co. Ltd.,Mono-crystalline,0,240.09,212,1.549,0.155,1.615,0.959,60,8.46,37.3,7.95,30.2,48.3,-0.48
,CSI Solar Co. Ltd. CS6P-235P,CSI Solar Co. Ltd.,Poly-crystalline,0,235.42,213.6,1.549,0.152,1.615,0.959,60,8.46,36.9,7.9,29.8,44.1,-0.4538
,CSI Solar Co. Ltd. CS6P-235M,CSI Solar Co. Ltd.,Mono-crystalline,0,235.382,212.4,1.549,0.152,1.615,0.959,60,8.34,37.2,7.82,30.1,46,-0.436
,CSI Solar Co. Ltd. CS6P-235MX,CSI Solar Co. Ltd.,Mono-crystalline,0,235.382,207.5,1.549,0.152,1.615,0.959,60,8.34,37.2,7.82,30.1,48.3,-0.48
,CSI Solar Co. Ltd. CS6P-230M,CSI Solar Co. Ltd.,Mono-crystalline,0,230.23,207.8,1.549,0.1486,1.615,0.959,60,8.22,37.1,7.7,29.9,46,-0.436
,CSI Solar Co. Ltd. CS6P-230MX,CSI Solar Co. Ltd.,Mono-crystalline,0,230.23,202.9,1.549,0.1486,1.615,0.959,60,8.22,37.1,7.7,29.9,48.3,-0.48
,CSI Solar Co. Ltd. CS6P-220M,CSI Solar Co. Ltd.,Mono-crystalline,0,219.775,198.5,1.549,0.1419,1.615,0.959,60,7.97,36.9,7.45,29.5,46,-0.436
,CSI Solar Co. Ltd. CS6P-215M,CSI Solar Co. Ltd.,Mono-crystalline,0,214.769,193.9,1.549,0.1387,1.615,0.959,60,7.89,36.8,7.33,29.3,46,-0.436
,CSI Solar Co. Ltd. CS6P-210M,CSI Solar Co. Ltd.,Mono-crystalline,0,210.081,189.3,1.549,0.1356,1.615,0.959,60,7.77,36.7,7.17,29.3,46,-0.436
,CSI Solar Co. Ltd. CS6P-205M,CSI Solar Co. Ltd.,Mono-crystalline,0,204.984,184.7,1.549,0.1323,1.615,0.959,60,7.66,36.5,7.02,29.2,46,-0.436
,Jinko Solar Co. Ltd JKM305M-60,Jinko Solar Co. Ltd,Poly-crystalline,0,305.04,281,1.54,0.1981,1.614,0.954,60,9.83,40.3,9.3,32.8,44.9,-0.409
,Jinko Solar Co. Ltd JKM300M-60,Jinko Solar Co. Ltd,Poly-crystalline,0,300.246,276.2,1.54,0.195,1.614,0.954,60,9.72,40.1,9.21,32.6,44.9,-0.409
,Jinko Solar Co. Ltd JKMS300M-60-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,300.246,276.2,1.54,0.195,,,60,9.72,40.1,9.21,32.6,44.9,-0.409
,Jinko Solar Co. Ltd JKM295M-60,Jinko Solar Co. Ltd,Poly-crystalline,0,294.84,271.5,1.54,0.1915,1.614,0.954,60,9.61,39.7,9.1,32.4,44.9,-0.409
,Jinko Solar Co. Ltd JKM295M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,294.84,269.4,1.54,0.1915,1.614,0.954,60,9.61,39.7,9.1,32.4,46.2,-0.417
,Jinko Solar Co. Ltd JKM295M-60B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,294.84,269.4,1.54,0.1915,1.614,0.954,60,9.61,39.7,9.1,32.4,46.2,-0.417
,Jinko Solar Co. Ltd JKM295M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,294.84,271.4,1.54,0.1915,1.614,0.954,60,9.61,39.7,9.1,32.4,44.9,-0.41
,Jinko Solar Co. Ltd JKMS295M-60B-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,294.84,269.4,1.54,0.1915,,,60,9.61,39.7,9.1,32.4,46.2,-0.417
,Jinko Solar Co. Ltd JKMS295M-60-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,294.84,271.5,1.54,0.1915,,,60,9.61,39.7,9.1,32.4,44.9,-0.409
,Jinko Solar Co. Ltd JKM290M-60,Jinko Solar Co. Ltd,Poly-crystalline,0,290.444,266.7,1.54,0.1886,1.614,0.954,60,9.55,39.5,9.02,32.2,44.9,-0.409
,Jinko Solar Co. Ltd JKM290M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,264.7,1.54,0.1886,1.614,0.954,60,9.55,39.5,9.02,32.2,46.2,-0.417
,Jinko Solar Co. Ltd JKM290M-60B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,264.7,1.54,0.1886,1.614,0.954,60,9.55,39.5,9.02,32.2,46.2,-0.417
,Jinko Solar Co. Ltd JKM290M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,266.7,1.54,0.1886,1.614,0.954,60,9.55,39.5,9.02,32.2,44.9,-0.41
,Jinko Solar Co. Ltd JKMS290M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,266.2,1.54,0.1886,1.614,0.954,60,9.55,39.5,9.02,32.2,45,-0.416
,Jinko Solar Co. Ltd JKMS290M-60B-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,264.7,1.54,0.1886,,,60,9.55,39.5,9.02,32.2,46.2,-0.417
,Jinko Solar Co. Ltd JKMS290M-60-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,266.7,1.54,0.1886,,,60,9.55,39.5,9.02,32.2,44.9,-0.409
,Jinko Solar Co. Ltd JKMS290M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,290.444,266.2,1.54,0.1886,1.614,0.954,60,9.55,39.5,9.02,32.2,45,-0.416
,Jinko Solar Co. Ltd JKM290P-60,Jinko Solar Co. Ltd,Poly-crystalline,0,289.296,265.3,1.54,0.1879,1.614,0.954,60,9.32,39.9,8.82,32.8,45.3,-0.426
,Jinko Solar Co. Ltd JKM290PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,289.296,265.3,1.54,0.1879,1.614,0.954,60,9.32,39.9,8.82,32.8,45.3,-0.426
,Jinko Solar Co. Ltd JKM290PP-60-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,289.296,265.3,1.54,0.1879,1.614,0.954,60,9.32,39.9,8.82,32.8,45.3,-0.426
,Jinko Solar Co. Ltd JKM285P-60,Jinko Solar Co. Ltd,Poly-crystalline,0,285.576,260.6,1.54,0.1854,1.614,0.954,60,9.26,39.7,8.76,32.6,45.3,-0.426
,Jinko Solar Co. Ltd JKM285PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,285.576,260.6,1.54,0.1854,1.614,0.954,60,9.26,39.7,8.76,32.6,45.3,-0.426
,Jinko Solar Co. Ltd JKM285PP-60-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,285.576,260.6,1.54,0.1854,1.614,0.954,60,9.26,39.7,8.76,32.6,45.3,-0.426
,Jinko Solar Co. Ltd JKM285M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,262,1.54,0.1849,1.614,0.954,60,9.54,38.7,8.9,32,44.9,-0.41
,Jinko Solar Co. Ltd JKM285M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,260,1.54,0.1849,1.614,0.954,60,9.54,38.7,8.9,32,46.2,-0.417
,Jinko Solar Co. Ltd JKM285M-60B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,260,1.54,0.1849,1.614,0.954,60,9.54,38.7,8.9,32,46.2,-0.417
,Jinko Solar Co. Ltd JKM285M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,262,1.54,0.1849,1.614,0.954,60,9.54,38.7,8.9,32,44.9,-0.41
,Jinko Solar Co. Ltd JKMS285M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,261.5,1.54,0.1849,1.614,0.954,60,9.54,38.7,8.9,32,45,-0.416
,Jinko Solar Co. Ltd JKMS285M-60B-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,260,1.54,0.1849,,,60,9.54,38.7,8.9,32,46.2,-0.417
,Jinko Solar Co. Ltd JKMS285M-60-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,262,1.54,0.1849,,,60,9.54,38.7,8.9,32,44.9,-0.409
,Jinko Solar Co. Ltd JKMS285M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,284.8,261.5,1.54,0.1849,1.614,0.954,60,9.54,38.7,8.9,32,45,-0.416
,Jinko Solar Co. Ltd JKM280P-60,Jinko Solar Co. Ltd,Poly-crystalline,0,280.687,255.9,1.54,0.1823,1.614,0.954,60,9.2,39.4,8.69,32.3,45.3,-0.426
,Jinko Solar Co. Ltd JKM280PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,280.687,255.9,1.54,0.1823,1.614,0.954,60,9.2,39.4,8.69,32.3,45.3,-0.426
,Jinko Solar Co. Ltd JKM280PP-60-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,280.687,255.9,1.54,0.1823,1.614,0.954,60,9.2,39.4,8.69,32.3,45.3,-0.426
,Jinko Solar Co. Ltd JKM280M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,257.2,1.54,0.1819,1.614,0.954,60,9.53,38.6,8.81,31.8,44.9,-0.41
,Jinko Solar Co. Ltd JKM280M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,255.3,1.54,0.1819,1.614,0.954,60,9.53,38.6,8.81,31.8,46.2,-0.417
,Jinko Solar Co. Ltd JKM280M-60B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,255.3,1.54,0.1819,1.614,0.954,60,9.53,38.6,8.81,31.8,46.2,-0.417
,Jinko Solar Co. Ltd JKM280M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,257.2,1.54,0.1819,1.614,0.954,60,9.53,38.6,8.81,31.8,44.9,-0.41
,Jinko Solar Co. Ltd JKMS280M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,256.8,1.54,0.1819,1.614,0.954,60,9.53,38.6,8.81,31.8,45,-0.416
,Jinko Solar Co. Ltd JKMS280M-60B-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,255.3,1.54,0.1819,,,60,9.53,38.6,8.81,31.8,46.2,-0.417
,Jinko Solar Co. Ltd JKMS280M-60-EP,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,257.3,1.54,0.1819,,,60,9.53,38.6,8.81,31.8,44.9,-0.409
,Jinko Solar Co. Ltd JKMS280M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,280.158,256.8,1.54,0.1819,1.614,0.954,60,9.53,38.6,8.81,31.8,45,-0.416
,Jinko Solar Co. Ltd JKMS275PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,276.33,251.8,1.54,0.1794,1.614,0.954,60,9.58,37.2,9.06,30.5,45.2,-0.417
,Jinko Solar Co. Ltd JKMS275PP-60-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,276.33,251.8,1.54,0.1794,1.614,0.954,60,9.58,37.2,9.06,30.5,45.2,-0.417
,Jinko Solar Co. Ltd JKM275P-60,Jinko Solar Co. Ltd,Poly-crystalline,0,275.52,251.2,1.54,0.1789,1.614,0.954,60,9.15,39.1,8.61,32,45.3,-0.426
,Jinko Solar Co. Ltd JKM275PP-60,Jinko Solar Co. Ltd,Poly-crystalline,0,275.52,251.2,1.54,0.1789,1.614,0.954,60,9.15,39.1,8.61,32,45.3,-0.426
,Jinko Solar Co. Ltd JKM275PP-60-J4,Jinko Solar Co. Ltd,Poly-crystalline,0,275.52,251.2,1.54,0.1789,1.614,0.954,60,9.15,39.1,8.61,32,45.3,-0.426
,Jinko Solar Co. Ltd JKM275M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,274.92,252.5,1.54,0.1785,1.614,0.954,60,9.4,38.5,8.7,31.6,44.9,-0.41
,Jinko Solar Co. Ltd JKM275M-60B,Jinko Solar Co. Ltd,Mono-crystalline,0,274.92,250.6,1.54,0.1785,1.614,0.954,60,9.4,38.5,8.7,31.6,46.2,-0.417
,Jinko Solar Co. Ltd JKM275M-60B-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,274.92,250.6,1.54,0.1785,1.614,0.954,60,9.4,38.5,8.7,31.6,46.2,-0.417
,Jinko Solar Co. Ltd JKM275M-60-J4,Jinko Solar Co. Ltd,Mono-crystalline,0,274.92,252.5,1.54,0.1785,1.614,0.954,60,9.4,38.5,8.7,31.6,44.9,-0.41
,Jinko Solar Co. Ltd JKMS275M-60,Jinko Solar Co. Ltd,Mono-crystalline,0,274.92,252.1,1.54,0.1785,1.614,0.954,60,9.4,38.5,8.7,31.6,45,-0.416
